key,team,kind,class,supportType,label,weapon,secondaryWeapon,hp,speed,size,sight,rotationSpeed,cost,color,driveType,armor_front,armor_side,armor_rear,turret_speed,turret_accel,hullTurnAccel,crew,year,rwm_ref,w_type,w_fire,w_range,w_damage,w_cooldown,w_accuracy,w_supp,w_pen,w_blast
russian_p_pe2,russian,r_pe_2,aircraft,,Petljakow Pe-2 Bomber,,,540,9,0.65,10,4,10,#5a5f50,,0,0,0,,,,3,1941,Petljakow Pe-2 Bomber,gun,none,,,,,,,
russian_p_i153,russian,r_u_2,aircraft,,Polikarpov U-2 Recon-Plane (Raswedtschik),,,90,9,0.65,10,4,3,#5a5f50,,0,0,0,,,,2,1941,Polikarpov U-2 Recon-Plane (Raswedtschik),gun,none,,,,,,,
russian_xasan4,russian,khassan,ship,,"KHASSAN, AUFKLÃRUNGSSCHIFF",,,700,1.65,1.6,12,4,12,#5a5f50,,0,0,0,,,,28,1941,"KHASSAN, AUFKLÃRUNGSSCHIFF",gun,none,,,,,,,
russian_k_desussr,russian,boot,ship,,RUSSISCHES LANDUNGSBOOT,,,162,3.96,1.6,9,4,4,#5a5f50,,0,0,0,,,,1,1941,RUSSISCHES LANDUNGSBOOT,gun,none,,,,,,,
russian_k_katrussia,russian,r_speedboat,ship,,Russian Speedboat (1x37mm 1x20mm),rwm_russian_k_katrussia,,360,6.6,1.6,20,4,7,#5a5f50,,0,0,0,,,,7,1941,Russian Speedboat (1x37mm 1x20mm),gun,direct,48,65,0.3,0.68,8,0,0
russian_rmgun,russian,r_smg_molotov,infantry,,Avtomatchik (PPSh-41 & Koktejl Molotova),rwm_russian_rmgun,,30,1.65,0.5,20,8,2,#5a5f50,,0,0,0,,,,,1941,Avtomatchik (PPSh-41 & Koktejl Molotova),rifle,direct,32,43,0.3,0.62,6,0,0
russian_rmgun_2,russian,rsmg_at,infantry,,Avtomatchik (PPSh-41 & explosiv charge),rwm_russian_rmgun_2,,30,1.65,0.5,20,8,2,#5a5f50,,0,0,0,,,,,1941,Avtomatchik (PPSh-41 & explosiv charge),rifle,direct,32,55,0.3,0.62,6,0,0
russian_rmgun_3,russian,r_ppsh_41,infantry,,"Avtomatchik (PPSh-41 7,62mm)",rwm_russian_rmgun_3,,30,1.65,0.5,20,8,2,#5a5f50,,0,0,0,,,,,1941,"Avtomatchik (PPSh-41 7,62mm)",rifle,direct,32,55,0.3,0.62,6,0,0
russian_datg,russian,at_rifle,infantry,,"Bronebojschik (PTRD-41 14,5mm)",rwm_russian_datg,,30,1.49,0.5,20,8,2,#5a5f50,,0,0,0,,,,,1941,"Bronebojschik (PTRD-41 14,5mm)",rifle,direct,48,120,5,0.62,6,0,0
russian_doficer,russian,rofficer,infantry,,"Gvardii Kapitan (Tokarev TT-33 7,62mm)",rwm_russian_doficer,,72,2.97,0.5,25,8,2,#5a5f50,,0,0,0,,,,,1941,"Gvardii Kapitan (Tokarev TT-33 7,62mm)",rifle,direct,32,60,0.73,0.62,6,0,0
russian_general,russian,r_major,infantry,,"Gvardii Major (Tokarev TT-33 7,62mm)",rwm_russian_general,,30,1.32,0.5,20,8,2,#5a5f50,,0,0,0,,,,,1941,"Gvardii Major (Tokarev TT-33 7,62mm)",rifle,direct,32,60,0.73,0.62,6,0,0
russian_rsergeant,russian,guards_serg,infantry,,"Gvardii Serzhant (PPSh-41 7,62mm)",rwm_russian_rsergeant,,72,2.97,0.5,23,8,2,#5a5f50,,0,0,0,,,,,1941,"Gvardii Serzhant (PPSh-41 7,62mm)",rifle,direct,32,40,0.3,0.62,6,0,0
russian_rmgun_4,russian,guards_smg,infantry,,Gwardeec Avtomatchik (PPSH41 & explosivs),rwm_russian_rmgun_4,,72,2.97,0.5,20,8,2,#5a5f50,,0,0,0,,,,,1941,Gwardeec Avtomatchik (PPSH41 & explosivs),rifle,direct,32,90,0.3,0.62,6,0,0
russian_hmgunet,russian,r_mg,infantry,,"Gwardeec Pulemetchik (DP MG-28 7,62mm)",rwm_russian_hmgunet,,36,1.98,0.5,20,8,2,#5a5f50,,0,0,0,,,,,1941,"Gwardeec Pulemetchik (DP MG-28 7,62mm)",rifle,direct,49,55,0.3,0.62,6,0,0
russian_elitsniperg,russian,sniper,infantry,,"Gwardeec Snajper (Mosin 7,62mm)",rwm_russian_elitsniperg,,30,1.65,0.5,21,8,2,#5a5f50,,0,0,0,,,,,1941,"Gwardeec Snajper (Mosin 7,62mm)",rifle,direct,67,114,6,0.62,6,0,0
russian_rguner,russian,guards_rifleman,infantry,,"Gwardeec Strelok (Mosin 91/30 7,62mm)",rwm_russian_rguner,,48,2.97,0.5,19,8,2,#5a5f50,,0,0,0,,,,,1941,"Gwardeec Strelok (Mosin 91/30 7,62mm)",rifle,direct,43,100,3,0.62,6,0,0
russian_doficer_2,russian,offizier,infantry,,"Kapitan (Tokarev TT-33 7,62mm)",rwm_russian_doficer_2,,30,1.65,0.5,23,8,2,#5a5f50,,0,0,0,,,,,1941,"Kapitan (Tokarev TT-33 7,62mm)",rifle,direct,32,60,0.73,0.62,6,0,0
russian_rmt,russian,r_mortar,infantry,,Minometchik (50mm mortar Mod.40),rwm_russian_rmt,,60,1.65,0.5,20,8,2,#5a5f50,,0,0,0,,,,,1941,Minometchik (50mm mortar Mod.40),rifle,indirect,73,40,3.75,0.62,6,0,3
russian_a_4,russian,r_flamer,infantry,,Ognemetchik (KS-1),rwm_russian_a_4,,45,1.98,0.5,20,8,2,#5a5f50,,0,0,0,,,,,1941,Ognemetchik (KS-1),rifle,direct,15,70,0.3,0.62,6,0,0
russian_general_2,russian,r_major,infantry,,"Polkovnik (Tokarev TT-33 7,62mm)",rwm_russian_general_2,,30,1.32,0.5,20,8,2,#5a5f50,,0,0,0,,,,,1941,"Polkovnik (Tokarev TT-33 7,62mm)",rifle,direct,32,60,0.73,0.62,6,0,0
russian_hmgunet_2,russian,r_mg,infantry,,"Pulemetchik (DP MG-28 Degtjarew 7,62mm)",rwm_russian_hmgunet_2,,36,1.98,0.5,20,8,2,#5a5f50,,0,0,0,,,,,1941,"Pulemetchik (DP MG-28 Degtjarew 7,62mm)",rifle,direct,49,55,0.3,0.62,6,0,0
russian_maxim,russian,maxim,infantry,,"Pulemetchik (Maxim M1910 7,62mm)",rwm_russian_maxim,,36,1.49,0.5,20,8,2,#5a5f50,,0,0,0,,,,,1941,"Pulemetchik (Maxim M1910 7,62mm)",rifle,direct,49,55,0.3,0.62,6,0,0
russian_dmg42_team,russian,r_mg_team,infantry,,"Raschet Pulemeta (SG-43 Gorjunov 7,62mm)",rwm_russian_dmg42_team,,72,1.52,0.5,20,8,2,#5a5f50,,0,0,0,,,,,1941,"Raschet Pulemeta (SG-43 Gorjunov 7,62mm)",rifle,direct,49,55,0.3,0.62,6,0,0
russian_alrusmed,russian,r_medic,infantry,,"Sanitar (Mosin 91/30 7,92mm)",rwm_russian_alrusmed,,42,1.98,0.5,20,8,2,#5a5f50,,0,0,0,,,,,1941,"Sanitar (Mosin 91/30 7,92mm)",rifle,direct,45,100,3,0.62,6,0,0
russian_sapper,russian,saper,infantry,,Saper (2x Mines - explosive charges),rwm_russian_sapper,,60,1.65,0.5,20,8,2,#5a5f50,,0,0,0,,,,,1941,Saper (2x Mines - explosive charges),rifle,direct,45,100,2.5,0.62,6,0,0
russian_rsergeant_2,russian,russian_sergeant,infantry,,"Serzhant (PPSh-41 7,62mm)",rwm_russian_rsergeant_2,,36,2.15,0.5,23,8,2,#5a5f50,,0,0,0,,,,,1941,"Serzhant (PPSh-41 7,62mm)",rifle,direct,32,55,0.3,0.62,6,0,0
russian_rguner_2,russian,r_gunner,infantry,,"Strelok (Mosin 91/30 7,62mm)",rwm_russian_rguner_2,,30,1.65,0.5,19,8,2,#5a5f50,,0,0,0,,,,,1941,"Strelok (Mosin 91/30 7,62mm)",rifle,direct,43,100,2.63,0.62,6,0,0
russian_r_svt40,russian,r_gunner,infantry,,"Strelok (Tokarew SVT-40 7,62mm)",rwm_russian_r_svt40,,30,1.65,0.5,20,8,2,#5a5f50,,0,0,0,,,,,1941,"Strelok (Tokarew SVT-40 7,62mm)",rifle,direct,45,100,1.25,0.62,6,0,0
russian_mortar_2,russian,82mm_smoke,support,,82MM.SMOKE,,,36,1.65,0.65,8,4,2,#5a5f50,,0,0,0,,,,,1941,82MM.SMOKE,gun,none,,,,,,,
russian_isu122,russian,isu_122,vehicle,,"ISU-122 (122mm A-19S L/46,5)",rwm_russian_isu122,,570,3.79,0.9,8,1.4,11,#5a5f50,tracked,100,85,70,,,0.9,5,1944,"ISU-122 (122mm A-19S L/46,5)",cannon,direct,70,450,6,0.8,12,180,0
russian_isu152,russian,isu_152,vehicle,,ISU-152 (152mm ML-20S L/29),rwm_russian_isu152,,600,3.3,0.9,8,1.4,11,#5a5f50,tracked,90,77,63,,,0.9,5,1944,ISU-152 (152mm ML-20S L/29),cannon,direct,76,450,0.3,0.8,12,180,0
russian_su_100,russian,su_100,vehicle,,"SU-100 (100mm D-10S L/53,5)",rwm_russian_su_100,,510,5.58,0.9,8,1.4,10,#5a5f50,tracked,45,38,31,,,0.9,4,1944,"SU-100 (100mm D-10S L/53,5)",cannon,direct,70,450,4.5,0.8,12,180,0
russian_su_122_2,russian,su_122,vehicle,,SU-122 (122mm M-30S),rwm_russian_su_122_2,,510,5.94,0.9,8,1.4,10,#5a5f50,tracked,45,38,31,,,0.9,5,1942,SU-122 (122mm M-30S),cannon,direct,64,450,6,0.8,12,180,0
russian_su_152,russian,su_152,vehicle,,"SU-152 zeveroboy (152,4mm how.ML-20S)",rwm_russian_su_152,,570,4.29,0.9,8,1.4,11,#5a5f50,tracked,92,78,64,,,0.9,5,1942,"SU-152 zeveroboy (152,4mm how.ML-20S)",cannon,direct,66,450,6,0.8,12,180,0
russian_su76jl,russian,su_76,vehicle,,"SU-76 M (76,2mm zis-3 l/51)",rwm_russian_su76jl,,240,5.41,0.9,8,1.4,5,#5a5f50,tracked,30,26,21,,,0.9,4,1944,"SU-76 M (76,2mm zis-3 l/51)",cannon,direct,58,450,4.5,0.8,12,150,0
russian_su_85,russian,su_85,vehicle,,"SU-85 (85mm D-5S-85 L/51,6)",rwm_russian_su_85,,510,5.81,0.9,8,1.4,10,#5a5f50,tracked,160,136,112,,,0.9,4,1942,"SU-85 (85mm D-5S-85 L/51,6)",cannon,direct,64,450,4.5,0.8,12,180,0
russian_su_85m,russian,su_85,vehicle,,SU-85 M (85mm Gun D-5S),rwm_russian_su_85m,,510,5.81,0.9,8,1.4,10,#5a5f50,tracked,45,38,31,,,0.9,4,1942,SU-85 M (85mm Gun D-5S),cannon,direct,64,450,4.5,0.8,12,180,0
russian_berge_t_34,russian,t_34_recovery,support,,T-34-T recovery-tank,,,360,5.87,0.65,12,4,7,#5a5f50,,0,0,0,,,,2,1941,T-34-T recovery-tank,gun,none,,,,,,,
russian_bt_7,russian,bt_7,vehicle,,BT-7 mod.37 (45mm Gun M1934),rwm_russian_bt_7,,192,5.94,0.9,8,1.4,4,#5a5f50,tracked,20,17,14,3,1.5,0.9,3,1941,BT-7 mod.37 (45mm Gun M1934),cannon,direct,52,150,3.25,0.8,12,45,0
russian_shinhoto_ci_ha,russian,bt_7a,vehicle,,"BT-7A mod.36 (76,20mm KT-28 L/16,5)",rwm_russian_shinhoto_ci_ha,,192,5.94,0.9,8,1.4,4,#5a5f50,tracked,20,17,14,3,1.5,0.9,3,1941,"BT-7A mod.36 (76,20mm KT-28 L/16,5)",cannon,direct,64,450,4.5,0.8,12,144,0
russian_is_2,russian,is_2,vehicle,,Guards Iosip-Stalin-II mod.44 (122mm D-25T L/43),rwm_russian_is_2,,570,3.79,0.9,8,1.4,11,#5a5f50,tracked,140,119,98,3,1.5,0.9,4,1942,Guards Iosip-Stalin-II mod.44 (122mm D-25T L/43),cannon,direct,70,450,6,0.8,12,180,0
russian_is_85,russian,is_1,vehicle,,Iosip-Stalin-I (85mm Gun D-5T85-1943),rwm_russian_is_85,,540,3.79,0.9,8,1.4,10,#5a5f50,tracked,140,119,98,3,1.5,0.9,4,1941,Iosip-Stalin-I (85mm Gun D-5T85-1943),cannon,direct,64,450,4.5,0.8,12,180,0
russian_is_2_new,russian,is_2,vehicle,,Iosip-Stalin-II mod.43 (122mm Gun D-25T L/43),rwm_russian_is_2_new,,570,3.79,0.9,8,1.4,11,#5a5f50,tracked,140,119,98,3,1.5,0.9,4,1942,Iosip-Stalin-II mod.43 (122mm Gun D-25T L/43),cannon,direct,70,450,6,0.8,12,180,0
russian_kv_1,russian,kv_1,vehicle,,"KV-1 mod.41 (76,20mm F-34 L/41,5)",rwm_russian_kv_1,,540,3.63,0.9,8,1.4,10,#5a5f50,tracked,160,136,112,3,1.5,0.9,5,1941,"KV-1 mod.41 (76,20mm F-34 L/41,5)",cannon,direct,58,450,4.5,0.8,12,150,0
russian_kv1s,russian,kv1s,vehicle,,KV-1 s (76.2mm Gun ZiS-5),rwm_russian_kv1s,,540,4.39,0.9,8,1.4,10,#5a5f50,tracked,160,136,112,3,1.5,0.9,5,1941,KV-1 s (76.2mm Gun ZiS-5),cannon,direct,58,450,4.5,0.8,12,150,0
russian_kv_2,russian,kv_2,vehicle,,KV-2 (152.4mm Howitzer M-10),rwm_russian_kv_2,,600,2.31,0.9,8,1.4,11,#5a5f50,tracked,160,136,112,3,1.5,0.9,6,1941,KV-2 (152.4mm Howitzer M-10),cannon,direct,76,450,0.3,0.8,12,180,0
russian_kv85,russian,kv85,vehicle,,KV-85 (85mm Gun D-5T85),rwm_russian_kv85,,540,3.47,0.9,8,1.4,10,#5a5f50,tracked,79,67,55,3,1.5,0.9,4,1941,KV-85 (85mm Gun D-5T85),cannon,direct,64,450,4.5,0.8,12,180,0
russian_matildar,russian,matilda_ii,vehicle,,Lend Lease Matilda II (2-Pounder Mk IX),rwm_russian_matildar,,390,2.81,0.9,8,1.4,8,#5a5f50,tracked,160,136,112,3,1.5,0.9,4,1941,Lend Lease Matilda II (2-Pounder Mk IX),cannon,direct,53,110,3.25,0.8,12,33,0
russian_m_10,russian,m_10,vehicle,,Lend-Lease M-10 WOLVERINE (76.2mm Gun M7),rwm_russian_m_10,,402,5.18,0.9,8,1.4,8,#5a5f50,tracked,50,43,35,3,1.5,0.9,5,1941,Lend-Lease M-10 WOLVERINE (76.2mm Gun M7),cannon,direct,58,450,4.5,0.8,12,180,0
russian_m4a2_76w,russian,russian_m4a2_76_w,vehicle,,Lend-Lease Sherman M4A3 76(w) (76mm M1A1),rwm_russian_m4a2_76w,,480,5.28,0.9,8,1.4,9,#5a5f50,tracked,160,136,112,3,1.5,0.9,5,1942,Lend-Lease Sherman M4A3 76(w) (76mm M1A1),cannon,direct,57,450,4.5,0.8,12,180,0
russian_church_75,russian,lend_lease_churchill_iv_croc_75mm_flame,vehicle,,Lend-lease Churchill IV Croc (75mm&Flame),,,48,1.65,0.9,18,1.4,2,#5a5f50,tracked,0,0,0,3,1.5,0.9,,1941,Lend-lease Churchill IV Croc (75mm&Flame),cannon,none,,,,,,,
russian_t_26,russian,ot_26,vehicle,,OT-26 Flame tank (KS-24 Flamethrower),rwm_russian_t_26,,132,4.29,0.9,8,1.4,3,#5a5f50,tracked,15,13,11,3,1.5,0.9,3,1941,OT-26 Flame tank (KS-24 Flamethrower),cannon,direct,24,70,0.3,0.8,12,21,0
russian_t_34_43,russian,ot_34,vehicle,,OT-34 mod.43 (76.2mm F-34 & Flamethr.),rwm_russian_t_34_43,,450,6.11,0.9,8,1.4,9,#5a5f50,tracked,160,136,112,3,1.5,0.9,4,1941,OT-34 mod.43 (76.2mm F-34 & Flamethr.),cannon,direct,57,450,4.5,0.8,12,141,0
russian_t2,russian,t_26s,vehicle,,T-26S mod.39 (45mm Gun Model 38),rwm_russian_t2,,162,4.46,0.9,8,1.4,4,#5a5f50,tracked,15,13,11,3,1.5,0.9,3,1941,T-26S mod.39 (45mm Gun Model 38),cannon,direct,52,160,3.25,0.8,12,48,0
russian_tank_t28,russian,t_28,vehicle,,"T-28 mod.38 (76,20mm L-10 L/23,7)",rwm_russian_tank_t28,,360,4.13,0.9,8,1.4,7,#5a5f50,tracked,30,26,21,3,1.5,0.9,6,1941,"T-28 mod.38 (76,20mm L-10 L/23,7)",cannon,direct,55,450,4.5,0.8,12,144,0
russian_t_34_57,russian,t_34_57,vehicle,,T-34/57 mod.41 (57mm ZIS-4-1941 L/73),rwm_russian_t_34_57,,390,6.11,0.9,8,1.4,8,#5a5f50,tracked,160,136,112,3,1.5,0.9,4,1941,T-34/57 mod.41 (57mm ZIS-4-1941 L/73),cannon,direct,55,450,4,0.8,12,161,0
russian_t40,russian,t_34_76,vehicle,,"T-34/76 mod.40 (76,20mm L-11 L/30,5)",rwm_russian_t40,,360,5.87,0.9,8,1.4,7,#5a5f50,tracked,160,136,112,3,1.5,0.9,4,1941,"T-34/76 mod.40 (76,20mm L-11 L/30,5)",cannon,direct,54,450,3.25,0.8,12,135,0
russian_t41,russian,t_34_76,vehicle,,"T-34/76 mod.41 (76,20mm F-34 L/41,5)",rwm_russian_t41,,390,5.87,0.9,8,1.4,8,#5a5f50,tracked,160,136,112,3,1.5,0.9,4,1941,"T-34/76 mod.41 (76,20mm F-34 L/41,5)",cannon,direct,58,450,4.5,0.8,12,141,0
russian_t_34_mine,russian,t_34_mine,vehicle,,T-34/76 mod.41 mine-clearer (76.2mm F-34),rwm_russian_t_34_mine,,390,5.28,0.9,8,1.4,8,#5a5f50,tracked,50,43,35,3,1.5,0.9,4,1941,T-34/76 mod.41 mine-clearer (76.2mm F-34),cannon,direct,58,450,4.5,0.8,12,141,0
russian_t_34,russian,t_34_76,vehicle,,"T-34/76 mod.42 (76,20mm F-34 L/41,5)",rwm_russian_t_34,,420,5.87,0.9,8,1.4,8,#5a5f50,tracked,160,136,112,3,1.5,0.9,4,1941,"T-34/76 mod.42 (76,20mm F-34 L/41,5)",cannon,direct,58,450,4.5,0.8,12,147,0
russian_t_34_43_2,russian,t_34_43,vehicle,,"T-34/76 mod.43 (76,20mm F-34 L/41,5)",rwm_russian_t_34_43_2,,450,5.87,0.9,8,1.4,9,#5a5f50,tracked,160,136,112,3,1.5,0.9,4,1941,"T-34/76 mod.43 (76,20mm F-34 L/41,5)",cannon,direct,58,450,4.5,0.8,12,147,0
russian_t_34_85_43,russian,t_34_85_43,vehicle,,T-34/85 mod.43 (85mm Gun D-5T),rwm_russian_t_34_85_43,,510,5.91,0.9,8,1.4,10,#5a5f50,tracked,160,136,112,3,1.5,0.9,5,1944,T-34/85 mod.43 (85mm Gun D-5T),cannon,direct,64,450,4.75,0.8,12,180,0
russian_t_34_85,russian,t_34_85_44,vehicle,,T-34/85 mod.44 (85mm ZiS-S-53),rwm_russian_t_34_85,,510,5.91,0.9,8,1.4,10,#5a5f50,tracked,160,136,112,3,1.5,0.9,5,1944,T-34/85 mod.44 (85mm ZiS-S-53),cannon,direct,64,450,4.5,0.8,12,180,0
russian_tank_t35,russian,t_35,vehicle,,"T-35 mod.38 (76,2mm KT-28 L/16,5)",rwm_russian_tank_t35,,600,3.47,0.9,8,1.4,11,#5a5f50,tracked,30,26,21,3,1.5,0.9,11,1941,"T-35 mod.38 (76,2mm KT-28 L/16,5)",cannon,direct,55,450,4.5,0.8,12,141,0
russian_tank2589osu,russian,t_37a,vehicle,,"T-37A amphibious Tank (1x 7,62mm MG DT)",rwm_russian_tank2589osu,,72,4.29,0.9,8,1.4,2,#5a5f50,tracked,0,0,0,3,1.5,0.9,2,1941,"T-37A amphibious Tank (1x 7,62mm MG DT)",cannon,direct,45,60,0.3,0.8,12,18,0
russian_t_60_41,russian,t_60,vehicle,,T-60 mod.41 (20mm Gun TNSh),rwm_russian_t_60_41,,114,4.78,0.9,14,1.4,3,#5a5f50,tracked,35,30,25,3,1.5,0.9,2,1941,T-60 mod.41 (20mm Gun TNSh),cannon,direct,48,65,0.3,0.8,12,20,0
russian_t_70,russian,t_70,vehicle,,T-70 M mod.43 (45mm Gun Model 38),rwm_russian_t_70,,120,5.48,0.9,8,1.4,3,#5a5f50,tracked,35,30,25,3,1.5,0.9,2,1941,T-70 M mod.43 (45mm Gun Model 38),cannon,direct,52,150,3.25,0.8,12,45,0
